trajectory,episode,step,base_reward,progress_reward,total_reward,object_height,grasped,success
expert,demo_0,23,0.12683428423454252,0.0,0.12683428423454252,0.8212085882136833,False,False
expert,demo_0,24,0.13773025301216896,0.0,0.13773025301216896,0.8212085886871389,False,False
expert,demo_0,25,0.14762620059189935,0.0,0.14762620059189935,0.8212085889236156,False,False
expert,demo_0,26,0.15727959664260563,0.0,0.15727959664260563,0.8212085890417283,False,False
expert,demo_0,27,0.16772642981988953,0.0,0.16772642981988953,0.8212085891007221,False,False
expert,demo_0,28,0.1782494499002719,0.0,0.1782494499002719,0.8212085891301875,False,False
expert,demo_0,29,0.18891735880159105,0.0,0.18891735880159105,0.8212085891449046,False,False
expert,demo_0,30,0.19869478735554558,0.0,0.19869478735554558,0.8212085891522557,False,False
expert,demo_0,31,0.20869956287375288,0.0,0.20869956287375288,0.8212085891559273,False,False
expert,demo_0,32,0.21723347617420108,0.0,0.21723347617420108,0.8212085891577613,False,False
expert,demo_0,33,0.22759778418292162,0.0,0.22759778418292162,0.8212085891586771,False,False
expert,demo_0,34,0.23738863310410727,0.0,0.23738863310410727,0.8212085891591347,False,False
expert,demo_0,35,0.2492997576143475,0.0,0.2492997576143475,0.821208589159363,False,False
expert,demo_0,36,0.26008415375160093,0.0,0.26008415375160093,0.821208589159477,False,False
expert,demo_0,37,0.2726967670899525,0.0,0.2726967670899525,0.8212085891595341,False,False
expert,demo_0,38,0.28449417125795684,0.0,0.28449417125795684,0.8212085891595625,False,False
expert,demo_0,39,0.2978113571219468,0.0,0.2978113571219468,0.8212085891595767,False,False
expert,demo_0,40,0.31110598580862175,0.0,0.31110598580862175,0.8212085891595838,False,False
expert,demo_0,41,0.3242198382684685,0.0,0.3242198382684685,0.8212085891595873,False,False
expert,demo_0,42,0.337099826728513,0.0,0.337099826728513,0.8212085891595892,False,False
expert,demo_0,43,0.34910195066712085,0.0,0.34910195066712085,0.8212085891595892,False,False
expert,demo_0,44,0.3589733379381635,0.0,0.3589733379381635,0.8212085891595892,False,False
expert,demo_0,45,0.36785680088135436,0.0,0.36785680088135436,0.8212085891595892,False,False
expert,demo_0,46,0.37734161204675043,0.0,0.37734161204675043,0.8212085891595892,False,False
expert,demo_0,47,0.3847784020681169,0.0,0.3847784020681169,0.8212085891595892,False,False
expert,demo_0,48,0.38888800719689626,0.0,0.38888800719689626,0.8211726430544539,False,False
expert,demo_0,49,0.3935721553648759,0.0,0.3935721553648759,0.820406820042788,False,False
expert,demo_0,50,0.4020414262713662,0.0,0.4020414262713662,0.8210728187979992,False,False
expert,demo_0,51,0.5158138130187776,0.0,0.5158138130187776,0.8217395663493456,True,False
expert,demo_0,52,0.5162635908015425,0.0,0.5162635908015425,0.8221931567426861,True,False
expert,demo_0,53,0.5163013761683198,0.0,0.5163013761683198,0.8246933977451775,True,False
expert,demo_0,54,0.5163548314312758,0.0,0.5163548314312758,0.8310402271198328,True,False
expert,demo_0,55,1.0,1.0,2.0,0.8409113097659624,True,True
expert_summary,demo_0,55,11.513883121291062,1.0,12.513883121291062,0.8409113097659624,True,True
expert,demo_1,1,0.0083070332352425,0.0,0.0083070332352425,0.8187920068895929,False,False
expert,demo_1,2,0.009361131820654666,0.0,0.009361131820654666,0.8176791345017219,False,False
expert,demo_1,3,0.011168689705677772,0.0,0.011168689705677772,0.8189690374724699,False,False
expert,demo_1,4,0.013506404682145836,0.0,0.013506404682145836,0.8195819038504637,False,False
expert,demo_1,5,0.016704430912291554,0.0,0.016704430912291554,0.8198595968295771,False,False
expert,demo_1,6,0.0209182731524938,0.0,0.0209182731524938,0.8199916184064486,False,False
expert,demo_1,7,0.026297528253519754,0.0,0.026297528253519754,0.8200561136185687,False,False
expert,demo_1,8,0.03254890794318774,0.0,0.03254890794318774,0.8200879919122879,False,False
expert,demo_1,9,0.038818905637725616,0.0,0.038818905637725616,0.8201038335414199,False,False
expert,demo_1,10,0.04476351883930111,0.0,0.04476351883930111,0.8201117262047234,False,False
expert,demo_1,11,0.050775828441556085,0.0,0.050775828441556085,0.8201156634674986,False,False
expert,demo_1,12,0.05685353583063706,0.0,0.05685353583063706,0.8201176287978885,False,False
expert,demo_1,13,0.06347225332753842,0.0,0.06347225332753842,0.8201186101187813,False,False
expert,demo_1,14,0.07107354958126619,0.0,0.07107354958126619,0.8201191001834847,False,False
expert,demo_1,15,0.07964793691892859,0.0,0.07964793691892859,0.8201193449371327,False,False
expert,demo_1,16,0.08923005556398259,0.0,0.08923005556398259,0.8201194671794513,False,False
expert,demo_1,17,0.09869531580009007,0.0,0.09869531580009007,0.8201195282346009,False,False
expert,demo_1,18,0.10802713285948441,0.0,0.10802713285948441,0.8201195587294983,False,False
expert,demo_1,19,0.11763888277756221,0.0,0.11763888277756221,0.8201195739606986,False,False
expert,demo_1,20,0.12696548162962948,0.0,0.12696548162962948,0.8201195815682013,False,False
expert,demo_1,21,0.136255837781549,0.0,0.136255837781549,0.8201195853679131,False,False
expert,demo_1,22,0.14504926588840542,0.0,0.14504926588840542,0.8201195872657522,False,False
expert,demo_1,23,0.15254173203754862,0.0,0.15254173203754862,0.8201195882136646,False,False
expert,demo_1,24,0.16090425289048038,0.0,0.16090425289048038,0.8201195886871178,False,False
expert,demo_1,25,0.16883839098547238,0.0,0.16883839098547238,0.8201195889235936,False,False
expert,demo_1,26,0.17649196545077378,0.0,0.17649196545077378,0.8201195890417058,False,False
expert,demo_1,27,0.18318972938263126,0.0,0.18318972938263126,0.8201195891006994,False,False
expert,demo_1,28,0.19020484471671725,0.0,0.19020484471671725,0.8201195891301647,False,False
expert,demo_1,29,0.1997160403892047,0.0,0.1997160403892047,0.8201195891448817,False,False
expert,demo_1,30,0.21288672624128432,0.0,0.21288672624128432,0.8201195891522326,False,False
expert,demo_1,31,0.22939365020628966,0.0,0.22939365020628966,0.8201195891559042,False,False
expert,demo_1,32,0.24840709659125934,0.0,0.24840709659125934,0.8201195891577382,False,False
expert,demo_1,33,0.26955555003403947,0.0,0.26955555003403947,0.8201195891586539,False,False
expert,demo_1,34,0.292049944334277,0.0,0.292049944334277,0.8201195891591115,False,False
expert,demo_1,35,0.31314620265973603,0.0,0.31314620265973603,0.8201195891593398,False,False
expert,demo_1,36,0.3325191154986518,0.0,0.3325191154986518,0.8201195891594538,False,False
expert,demo_1,37,0.3498774611755409,0.0,0.3498774611755409,0.8201195891595109,False,False
expert,demo_1,38,0.362256116106162,0.0,0.362256116106162,0.8201195891595393,False,False
expert,demo_1,39,0.3721980781059619,0.0,0.3721980781059619,0.8201195891595535,False,False
expert,demo_1,40,0.3823643631876257,0.0,0.3823643631876257,0.8201195891595606,False,False
expert,demo_1,41,0.39268715674040117,0.0,0.39268715674040117,0.820119589159564,False,False
expert,demo_1,42,0.40300628253987014,0.0,0.40300628253987014,0.820119589159566,False,False
expert,demo_1,43,0.41036779386239985,0.0,0.41036779386239985,0.820119589159566,False,False
expert,demo_1,44,0.41164175171718004,0.0,0.41164175171718004,0.820119589159566,False,False
expert,demo_1,45,0.406175077085023,0.0,0.406175077085023,0.820119589159566,False,False
expert,demo_1,46,0.39722174664012894,0.0,0.39722174664012894,0.8198761242062698,False,False
expert,demo_1,47,0.3961890877818834,0.0,0.3961890877818834,0.819402223905591,False,False
expert,demo_1,48,0.39808175550156655,0.0,0.39808175550156655,0.8194342380566821,False,False
expert,demo_1,49,0.40307639608854556,0.0,0.40307639608854556,0.8196825072114493,False,False
expert,demo_1,50,0.4132061843357731,0.0,0.4132061843357731,0.8202230871511793,False,False
expert,demo_1,51,0.5254488482729105,0.0,0.5254488482729105,0.8241573814332366,True,False
expert,demo_1,52,0.5254438812249982,0.0,0.5254438812249982,0.8303334189233277,True,False
expert,demo_1,53,0.5255045959691584,0.8508936927850609,1.3763982887542192,0.8385588997337307,True,False
expert,demo_1,54,1.0,0.14910630721493912,1.149106307214939,0.8489533047408154,True,True
expert_summary,demo_1,54,12.570671718336365,1.0,13.570671718336365,0.8489533047408154,True,True
expert,demo_10,1,0.00854061475014895,0.0,0.00854061475014895,0.8192375207088831,False,False
expert,demo_10,2,0.008538388987332772,0.0,0.008538388987332772,0.8181246384492126,False,False
expert,demo_10,3,0.009033719000119905,0.0,0.009033719000119905,0.8194145393643897,False,False
expert,demo_10,4,0.009812153867434009,0.0,0.009812153867434009,0.8200274046992713,False,False
expert,demo_10,5,0.011192878492705362,0.0,0.011192878492705362,0.820305097225174,False,False
expert,demo_10,6,0.01324971156126336,0.0,0.01324971156126336,0.8204371185980035,False,False
expert,demo_10,7,0.016092201918779272,0.0,0.016092201918779272,0.8205016137128388,False,False
expert,demo_10,8,0.019799682400244753,0.0,0.019799682400244753,0.8205334919590209,False,False
expert,demo_10,9,0.024121646337766676,0.0,0.024121646337766676,0.8205493335646674,False,False
expert,demo_10,10,0.029172429878972936,0.0,0.029172429878972936,0.8205572262163073,False,False
expert,demo_10,11,0.03505429873568156,0.0,0.03505429873568156,0.8205611634732756,False,False
expert,demo_10,12,0.041859789095421145,0.0,0.041859789095421145,0.8205631288007706,False,False
expert,demo_10,13,0.05002423268896011,0.0,0.05002423268896011,0.8205641101202198,False,False
expert,demo_10,14,0.05889176892888207,0.0,0.05889176892888207,0.8205646001842023,False,False
expert,demo_10,15,0.06852107803537846,0.0,0.06852107803537846,0.8205648449374905,False,False
expert,demo_10,16,0.07948748081341403,0.0,0.07948748081341403,0.82056496717963,False,False
expert,demo_10,17,0.09171795808435013,0.0,0.09171795808435013,0.8205650282346901,False,False
expert,demo_10,18,0.10519796377610251,0.0,0.10519796377610251,0.820565058729543,False,False
expert,demo_10,19,0.1184833990198977,0.0,0.1184833990198977,0.8205650739607211,False,False
expert,demo_10,20,0.1325746383364799,0.0,0.1325746383364799,0.8205650815682127,False,False
expert,demo_10,21,0.1471021292189908,0.0,0.1471021292189908,0.8205650853679187,False,False
expert,demo_10,22,0.1636245565732895,0.0,0.1636245565732895,0.8205650872657546,False,False
expert,demo_10,23,0.18481356796753193,0.0,0.18481356796753193,0.820565088213666,False,False
expert,demo_10,24,0.2076866533577185,0.0,0.2076866533577185,0.8205650886871187,False,False
expert,demo_10,25,0.2305580172807217,0.0,0.2305580172807217,0.8205650889235937,False,False
expert,demo_10,26,0.2534530060059784,0.0,0.2534530060059784,0.8205650890417059,False,False
expert,demo_10,27,0.2749667884064018,0.0,0.2749667884064018,0.8205650891006994,False,False
expert,demo_10,28,0.2939692514401214,0.0,0.2939692514401214,0.8205650891301647,False,False
expert,demo_10,29,0.3077917202580165,0.0,0.3077917202580165,0.8205650891448817,False,False
expert,demo_10,30,0.31881487302217265,0.0,0.31881487302217265,0.8205650891522326,False,False
expert,demo_10,31,0.3294478145238777,0.0,0.3294478145238777,0.8205650891559042,False,False
expert,demo_10,32,0.3405153693722012,0.0,0.3405153693722012,0.8205650891577382,False,False
expert,demo_10,33,0.351696366066684,0.0,0.351696366066684,0.8205650891586539,False,False
expert,demo_10,34,0.3624336309140879,0.0,0.3624336309140879,0.8205650891591115,False,False
expert,demo_10,35,0.3730114393376922,0.0,0.3730114393376922,0.8205650891593398,False,False
expert,demo_10,36,0.38130443761163557,0.0,0.38130443761163557,0.8205650891594538,False,False
expert,demo_10,37,0.38877709845978975,0.0,0.38877709845978975,0.8205650891595109,False,False
expert,demo_10,38,0.3983947738981993,0.0,0.3983947738981993,0.8205650891595393,False,False
expert,demo_10,39,0.4091264095142764,0.0,0.4091264095142764,0.8205650891595535,False,False
expert,demo_10,40,0.4140584722937213,0.0,0.4140584722937213,0.8205650891595606,False,False
expert,demo_10,41,0.4066807049425722,0.0,0.4066807049425722,0.820565089159564,False,False
expert,demo_10,42,0.3930165623327455,0.0,0.3930165623327455,0.8205650891595659,False,False
expert,demo_10,43,0.38664931708577,0.0,0.38664931708577,0.8198258640200327,False,False
expert,demo_10,44,0.3898989553521133,0.0,0.3898989553521133,0.8198829472303456,False,False
expert,demo_10,45,0.3969526983544063,0.0,0.3969526983544063,0.8202215949000324,False,False
expert,demo_10,46,0.4105955597534071,0.0,0.4105955597534071,0.8213470111052775,False,False
expert,demo_10,47,0.5404979910101103,0.0,0.5404979910101103,0.8234648803712433,True,False
expert,demo_10,48,0.540558180164515,0.0,0.540558180164515,0.829334947178383,True,False
expert,demo_10,49,0.5404419071051119,0.6566263582399354,1.1970682653450473,0.8368343037087678,True,False
expert,demo_10,50,1.0,0.3433736417600646,1.3433736417600646,0.8460008771269077,True,True
expert_summary,demo_10,50,12.068204286333195,1.0,13.068204286333195,0.8460008771269077,True,True
expert,demo_100,1,0.014350867290295295,0.0,0.014350867290295295,0.8203736067119483,False,False
expert,demo_100,2,0.014172351064910474,0.0,0.014172351064910474,0.8192607219856448,False,False
expert,demo_100,3,0.0152317538073323,0.0,0.0152317538073323,0.8205506313532187,False,False
expert,demo_100,4,0.01600862603708893,0.0,0.01600862603708893,0.8211635011061762,False,False
expert,demo_100,5,0.016832991840108964,0.0,0.016832991840108964,0.8214411955507551,False,False
expert,demo_100,6,0.018845594879315905,0.0,0.018845594879315905,0.8215732177870905,False,False
expert,demo_100,7,0.021695223363381217,0.0,0.021695223363381217,0.8216377133136455,False,False
expert,demo_100,8,0.025254728270186905,0.0,0.025254728270186905,0.8216695917610551,False,False
expert,demo_100,9,0.029782603817323818,0.0,0.029782603817323818,0.8216854334661503,False,False
expert,demo_100,10,0.03570936587186087,0.0,0.03570936587186087,0.8216933261671973,False,False
expert,demo_100,11,0.043462382660593615,0.0,0.043462382660593615,0.821697263448774,False,False
expert,demo_100,12,0.05368102786764788,0.0,0.05368102786764788,0.8216992287885414,False,False
expert,demo_100,13,0.06587433339772719,0.0,0.06587433339772719,0.8217002101141148,False,False
expert,demo_100,14,0.07950636755014434,0.0,0.07950636755014434,0.8217007001811546,False,False
expert,demo_100,15,0.0938759493848166,0.0,0.0938759493848166,0.8217009449359688,False,False
expert,demo_100,16,0.10835724411830104,0.0,0.10835724411830104,0.82170106717887,False,False
expert,demo_100,17,0.12278267725691108,0.0,0.12278267725691108,0.821701128234311,False,False
expert,demo_100,18,0.1370219899447256,0.0,0.1370219899447256,0.8217011587293535,False,False
expert,demo_100,19,0.15060384254172957,0.0,0.15060384254172957,0.8217011739606261,False,False
expert,demo_100,20,0.16665800599703162,0.0,0.16665800599703162,0.8217011815681652,False,False
expert,demo_100,21,0.1840683736405944,0.0,0.1840683736405944,0.8217011853678949,False,False
expert,demo_100,22,0.1987521767114184,0.0,0.1987521767114184,0.821701187265743,False,False
expert,demo_100,23,0.2169131719293149,0.0,0.2169131719293149,0.8217011882136599,False,False
expert,demo_100,24,0.23976655534099153,0.0,0.23976655534099153,0.8217011886871155,False,False
expert,demo_100,25,0.26696745124118737,0.0,0.26696745124118737,0.8217011889235922,False,False
expert,demo_100,26,0.2949070606650701,0.0,0.2949070606650701,0.8217011890417051,False,False
expert,demo_100,27,0.32124243905394817,0.0,0.32124243905394817,0.8217011891006989,False,False
expert,demo_100,28,0.3443488049269584,0.0,0.3443488049269584,0.8217011891301642,False,False
expert,demo_100,29,0.3665727607951154,0.0,0.3665727607951154,0.8217011891448813,False,False
expert,demo_100,30,0.3870457813261175,0.0,0.3870457813261175,0.8217011891522324,False,False
expert,demo_100,31,0.4030741780533289,0.0,0.4030741780533289,0.8217011891559041,False,False
expert,demo_100,32,0.4132863771929637,0.0,0.4132863771929637,0.821701189157738,False,False
expert,demo_100,33,0.4120089249692753,0.0,0.4120089249692753,0.8217011891586539,False,False
expert,demo_100,34,0.40309492798993546,0.0,0.40309492798993546,0.8217011891591115,False,False
expert,demo_100,35,0.3949563412582935,0.0,0.3949563412582935,0.8209298938472465,False,False
expert,demo_100,36,0.3928508270152743,0.0,0.3928508270152743,0.8204738017931696,False,False
expert,demo_100,37,0.39225451255415233,0.0,0.39225451255415233,0.8205688754883711,False,False
expert,demo_100,38,0.3915112543209306,0.0,0.3915112543209306,0.8207748603934827,False,False
expert,demo_100,39,0.39035700976850535,0.0,0.39035700976850535,0.8207066123198292,False,False
expert,demo_100,40,0.3921160585879301,0.0,0.3921160585879301,0.8216480497623895,False,False
expert,demo_100,41,0.501042552033284,0.0,0.501042552033284,0.8251121262640685,True,False
expert,demo_100,42,0.5005040341035855,0.016084688659807046,0.5165887227633925,0.832046742276339,True,False
expert,demo_100,43,1.0,0.9839153113401929,1.9839153113401928,0.8420196918889472,True,True
expert_summary,demo_100,43,10.037349500439607,1.0,11.037349500439607,0.8420196918889472,True,True
expert,demo_101,1,0.008090975184420183,0.0,0.008090975184420183,0.8187068964776025,False,False
expert,demo_101,2,0.008565641151401583,0.0,0.008565641151401583,0.8175940296886879,False,False
expert,demo_101,3,0.009901285146903088,0.0,0.009901285146903088,0.818883935147222,False,False
expert,demo_101,4,0.011643238210312755,0.0,0.011643238210312755,0.8194968028069003,False,False
expert,demo_101,5,0.014540659499806935,0.0,0.014540659499806935,0.8197744963429195,False,False
expert,demo_101,6,0.018886574916932266,0.0,0.018886574916932266,0.8199065181706141,False,False
expert,demo_101,7,0.0247192080992454,0.0,0.0247192080992454,0.8199710135024058,False,False
expert,demo_101,8,0.032574617779826925,0.0,0.032574617779826925,0.8200028918546494,False,False
expert,demo_101,9,0.04334032263389565,0.0,0.04334032263389565,0.8200187335127209,False,False
expert,demo_101,10,0.057665575771904204,0.0,0.057665575771904204,0.8200266261904101,False,False
expert,demo_101,11,0.07514020730807781,0.0,0.07514020730807781,0.820030563460354,False,False
expert,demo_101,12,0.09383257471237695,0.0,0.09383257471237695,0.8200325287943206,False,False
expert,demo_101,13,0.11222635950951441,0.0,0.11222635950951441,0.8200335101169994,False,False
expert,demo_101,14,0.13130209652251196,0.0,0.13130209652251196,0.8200340001825946,False,False
expert,demo_101,15,0.15275352006365459,0.0,0.15275352006365459,0.8200342449366878,False,False
expert,demo_101,16,0.17631896909352424,0.0,0.17631896909352424,0.8200343671792291,False,False
expert,demo_101,17,0.20189536233981803,0.0,0.20189536233981803,0.8200344282344901,False,False
expert,demo_101,18,0.2269997457933392,0.0,0.2269997457933392,0.8200344587294432,False,False
expert,demo_101,19,0.24903904751570266,0.0,0.24903904751570266,0.8200344739606712,False,False
expert,demo_101,20,0.26925324471205647,0.0,0.26925324471205647,0.8200344815681878,False,False
expert,demo_101,21,0.29090143585454903,0.0,0.29090143585454903,0.8200344853679061,False,False
expert,demo_101,22,0.31392316668952003,0.0,0.31392316668952003,0.8200344872657487,False,False
expert,demo_101,23,0.338517755729214,0.0,0.338517755729214,0.8200344882136629,False,False
expert,demo_101,24,0.36200804050020713,0.0,0.36200804050020713,0.820034488687117,False,False
expert,demo_101,25,0.3813510186834851,0.0,0.3813510186834851,0.8200344889235931,False,False
expert,demo_101,26,0.3980996972899682,0.0,0.3980996972899682,0.8200344890417056,False,False
expert,demo_101,27,0.4136049161830879,0.0,0.4136049161830879,0.8200344891006992,False,False
expert,demo_101,28,0.4282220075412878,0.0,0.4282220075412878,0.8200344891301645,False,False
expert,demo_101,29,0.4267366942558652,0.0,0.4267366942558652,0.8200344891448816,False,False
expert,demo_101,30,0.4085749674030631,0.0,0.4085749674030631,0.8200344891522325,False,False
expert,demo_101,31,0.3928173558629015,0.0,0.3928173558629015,0.8200407962475936,False,False
expert,demo_101,32,0.38970153079410647,0.0,0.38970153079410647,0.8199274055847267,False,False
expert,demo_101,33,0.38999538022116037,0.0,0.38999538022116037,0.8200314418795562,False,False
expert,demo_101,34,0.389141642149205,0.0,0.389141642149205,0.8198858888185141,False,False
expert,demo_101,35,0.39422678384646764,0.0,0.39422678384646764,0.8205692051331526,False,False
expert,demo_101,36,0.40448177962808257,0.0,0.40448177962808257,0.8224655627344841,False,False
expert,demo_101,37,0.5161380270230701,0.0,0.5161380270230701,0.8270088321516821,True,False
expert,demo_101,38,0.5162537301939886,0.5036446085149006,1.0198983387088891,0.8351605192825025,True,False
expert,demo_101,39,1.0,0.49635539148509944,1.4963553914850993,0.8453807225316071,True,True
expert_summary,demo_101,39,10.073385155814453,1.0,11.073385155814453,0.8453807225316071,True,True
expert,demo_102,1,0.010969291669928733,0.0,0.010969291669928733,0.8192166539576754,False,False
expert,demo_102,2,0.011428098275963262,0.0,0.011428098275963262,0.8181037724422671,False,False
expert,demo_102,3,0.012983313303246449,0.0,0.012983313303246449,0.8193936559012008,False,False
expert,demo_102,4,0.015422911844347926,0.0,0.015422911844347926,0.8200065121201826,False,False
expert,demo_102,5,0.019057739077277553,0.0,0.019057739077277553,0.8202842006856478,False,False
expert,demo_102,6,0.024092421623582123,0.0,0.024092421623582123,0.8204162202746956,False,False
expert,demo_102,7,0.030262443364461992,0.0,0.030262443364461992,0.8204807145385601,False,False
expert,demo_102,8,0.03772367529082516,0.0,0.03772367529082516,0.820512592368659,False,False
expert,demo_102,9,0.045823872677207673,0.0,0.045823872677207673,0.8205284337686014,False,False
expert,demo_102,10,0.053742356798355186,0.0,0.053742356798355186,0.8205363263180114,False,False
expert,demo_102,11,0.06124247747716962,0.0,0.06124247747716962,0.8205402635240447,False,False
expert,demo_102,12,0.06804182773480219,0.0,0.06804182773480219,0.8205422288261304,False,False
expert,demo_102,13,0.07517741914865568,0.0,0.07517741914865568,0.8205432101328958,False,False
expert,demo_102,14,0.08272548175174574,0.0,0.08272548175174574,0.8205437001905453,False,False
expert,demo_102,15,0.09078743049106311,0.0,0.09078743049106311,0.8205439449406708,False,False
expert,demo_102,16,0.09977356356405412,0.0,0.09977356356405412,0.8205440671812304,False,False
expert,demo_102,17,0.1102075372339043,0.0,0.1102075372339043,0.8205441282355018,False,False
expert,demo_102,18,0.12092675625186405,0.0,0.12092675625186405,0.8205441587299603,False,False
expert,demo_102,19,0.13224699992049313,0.0,0.13224699992049313,0.8205441739609413,False,False
expert,demo_102,20,0.14455235608522157,0.0,0.14455235608522157,0.8205441815683345,False,False
expert,demo_102,21,0.156970374884614,0.0,0.156970374884614,0.8205441853679916,False,False
expert,demo_102,22,0.1694085253800692,0.0,0.1694085253800692,0.8205441872658034,False,False
expert,demo_102,23,0.18228099436273418,0.0,0.18228099436273418,0.8205441882137021,False,False
expert,demo_102,24,0.19571184838390696,0.0,0.19571184838390696,0.8205441886871487,False,False
expert,demo_102,25,0.21052439008569923,0.0,0.21052439008569923,0.820544188923621,False,False
expert,demo_102,26,0.22491433499640695,0.0,0.22491433499640695,0.8205441890417315,False,False
expert,demo_102,27,0.23907077798484147,0.0,0.23907077798484147,0.8205441891007242,False,False
expert,demo_102,28,0.2524661706782632,0.0,0.2524661706782632,0.8205441891301892,False,False
expert,demo_102,29,0.26628998762406453,0.0,0.26628998762406453,0.820544189144906,False,False
expert,demo_102,30,0.2806430387323181,0.0,0.2806430387323181,0.8205441891522568,False,False
expert,demo_102,31,0.2935642183157782,0.0,0.2935642183157782,0.8205441891559283,False,False
expert,demo_102,32,0.3041947096277265,0.0,0.3041947096277265,0.8205441891577623,False,False
expert,demo_102,33,0.31453918886137433,0.0,0.31453918886137433,0.820544189158678,False,False
expert,demo_102,34,0.3239528895436747,0.0,0.3239528895436747,0.8205441891591356,False,False
expert,demo_102,35,0.3326408480862519,0.0,0.3326408480862519,0.8205441891593639,False,False
expert,demo_102,36,0.34165394040153,0.0,0.34165394040153,0.8205441891594779,False,False
expert,demo_102,37,0.34988047283450346,0.0,0.34988047283450346,0.820544189159535,False,False
expert,demo_102,38,0.35686556726286517,0.0,0.35686556726286517,0.8205441891595634,False,False
expert,demo_102,39,0.36513934379131824,0.0,0.36513934379131824,0.8205441891595776,False,False
expert,demo_102,40,0.3761515654683172,0.0,0.3761515654683172,0.8205441891595846,False,False
expert,demo_102,41,0.38638585928192665,0.0,0.38638585928192665,0.820544189159588,False,False
expert,demo_102,42,0.39686543295128307,0.0,0.39686543295128307,0.8205441891595899,False,False
expert,demo_102,43,0.4033803385637042,0.0,0.4033803385637042,0.8205441891595899,False,False
expert,demo_102,44,0.40520674587281186,0.0,0.40520674587281186,0.8205441891595899,False,False
expert,demo_102,45,0.4024824969751382,0.0,0.4024824969751382,0.8205441891595899,False,False
expert,demo_102,46,0.3982184456133611,0.0,0.3982184456133611,0.8204336706922374,False,False
expert,demo_102,47,0.3975666696077004,0.0,0.3975666696077004,0.8202164157137035,False,False
expert,demo_102,48,0.39632972781279924,0.0,0.39632972781279924,0.8204872157909623,False,False
expert,demo_102,49,0.3946623094707241,0.0,0.3946623094707241,0.8211042666926954,False,False
expert,demo_102,50,0.39855270094768774,0.0,0.39855270094768774,0.8223467162509622,False,False
expert,demo_102,51,0.509209605400583,0.0,0.509209605400583,0.8244805075553301,True,False
expert,demo_102,52,0.5090521265320987,0.0,0.5090521265320987,0.8285123186157758,True,False
expert,demo_102,53,0.5090607799630602,0.38688035209636795,0.8959411320594282,0.8343346115527701,True,False
expert,demo_102,54,1.0,0.613119647903632,1.613119647903632,0.8420431675407833,True,True
expert_summary,demo_102,54,13.291024399883305,1.0,14.291024399883305,0.8420431675407833,True,True
expert,demo_103,1,0.014982030698336936,0.0,0.014982030698336936,0.8199435800896706,False,False
expert,demo_103,2,0.01603026472366912,0.0,0.01603026472366912,0.8188307108762122,False,False
expert,demo_103,3,0.018767412384130672,0.0,0.018767412384130672,0.8201206259935503,False,False
expert,demo_103,4,0.021892263641082987,0.0,0.021892263641082987,0.8207334987009302,False,False
expert,demo_103,5,0.02537761975206962,0.0,0.02537761975206962,0.8210111944292169,False,False
expert,demo_103,6,0.029338672047555664,0.0,0.029338672047555664,0.8211432172436736,False,False
expert,demo_103,7,0.034235509669726806,0.0,0.034235509669726806,0.8212077130460224,False,False
expert,demo_103,8,0.04018483166075009,0.0,0.04018483166075009,0.8212395916282861,False,False
expert,demo_103,9,0.047327487712399474,0.0,0.047327487712399474,0.8212554334000542,False,False
